Relaxed condition: Temperature,Mass percent Fe,Mass percent Si,Mass percent Al,Mass percent Mn,Temperature [K],Mass percent C
1259.74302,95.3,2.4,0.6,1.5,1373.15,0.2
1240.74286,95,2.4,0.6,1.8,1373.15,0.2
1223.03737,94.7,2.4,0.6,2.1,1373.15,0.2
1206.42932,94.4,2.4,0.6,2.4,1373.15,0.2
1190.7697,94.1,2.4,0.6,2.7,1373.15,0.2
1175.94213,93.8,2.4,0.6,3,1373.15,0.2
,96.5,2.4,0.9,0,1373.15,0.2
,96.2,2.4,0.9,0.3,1373.15,0.2
1451.26566,95.9,2.4,0.9,0.6,1373.15,0.2
1389.16832,95.6,2.4,0.9,0.9,1373.15,0.2
1352.43663,95.3,2.4,0.9,1.2,1373.15,0.2
1323.05765,95,2.4,0.9,1.5,1373.15,0.2
1297.7717,94.7,2.4,0.9,1.8,1373.15,0.2
1275.23841,94.4,2.4,0.9,2.1,1373.15,0.2
1254.74471,94.1,2.4,0.9,2.4,1373.15,0.2
1235.85422,93.8,2.4,0.9,2.7,1373.15,0.2
1218.27487,93.5,2.4,0.9,3,1373.15,0.2
,96.2,2.4,1.2,0,1373.15,0.2
,95.9,2.4,1.2,0.3,1373.15,0.2
,95.6,2.4,1.2,0.6,1373.15,0.2
,95.3,2.4,1.2,0.9,1373.15,0.2
,95,2.4,1.2,1.2,1373.15,0.2
,94.7,2.4,1.2,1.5,1373.15,0.2
1399.95464,94.4,2.4,1.2,1.8,1373.15,0.2
1354.72223,94.1,2.4,1.2,2.1,1373.15,0.2
1322.43153,93.8,2.4,1.2,2.4,1373.15,0.2
1295.6726,93.5,2.4,1.2,2.7,1373.15,0.2
1272.27254,93.2,2.4,1.2,3,1373.15,0.2
,95.9,2.4,1.5,0,1373.15,0.2
,95.6,2.4,1.5,0.3,1373.15,0.2
,95.3,2.4,1.5,0.6,1373.15,0.2
,95,2.4,1.5,0.9,1373.15,0.2
,94.7,2.4,1.5,1.2,1373.15,0.2
,94.4,2.4,1.5,1.5,1373.15,0.2
,94.1,2.4,1.5,1.8,1373.15,0.2
,93.8,2.4,1.5,2.1,1373.15,0.2
,93.5,2.4,1.5,2.4,1373.15,0.2
,93.2,2.4,1.5,2.7,1373.15,0.2
1370.48597,92.9,2.4,1.5,3,1373.15,0.2
,95.6,2.4,1.8,0,1373.15,0.2
,95.3,2.4,1.8,0.3,1373.15,0.2
,95,2.4,1.8,0.6,1373.15,0.2
,94.7,2.4,1.8,0.9,1373.15,0.2
,94.4,2.4,1.8,1.2,1373.15,0.2
,94.1,2.4,1.8,1.5,1373.15,0.2
,93.8,2.4,1.8,1.8,1373.15,0.2
,93.5,2.4,1.8,2.1,1373.15,0.2
,93.2,2.4,1.8,2.4,1373.15,0.2
,92.9,2.4,1.8,2.7,1373.15,0.2
,92.6,2.4,1.8,3,1373.15,0.2
,95.3,2.4,2.1,0,1373.15,0.2
,95,2.4,2.1,0.3,1373.15,0.2
,94.7,2.4,2.1,0.6,1373.15,0.2
,94.4,2.4,2.1,0.9,1373.15,0.2
,94.1,2.4,2.1,1.2,1373.15,0.2
,93.8,2.4,2.1,1.5,1373.15,0.2
,93.5,2.4,2.1,1.8,1373.15,0.2
,93.2,2.4,2.1,2.1,1373.15,0.2
,92.9,2.4,2.1,2.4,1373.15,0.2
,92.6,2.4,2.1,2.7,1373.15,0.2
,92.3,2.4,2.1,3,1373.15,0.2
,95,2.4,2.4,0,1373.15,0.2
,94.7,2.4,2.4,0.3,1373.15,0.2
,94.4,2.4,2.4,0.6,1373.15,0.2
,94.1,2.4,2.4,0.9,1373.15,0.2
,93.8,2.4,2.4,1.2,1373.15,0.2
,93.5,2.4,2.4,1.5,1373.15,0.2
,93.2,2.4,2.4,1.8,1373.15,0.2
,92.9,2.4,2.4,2.1,1373.15,0.2
,92.6,2.4,2.4,2.4,1373.15,0.2
,92.3,2.4,2.4,2.7,1373.15,0.2
,92,2.4,2.4,3,1373.15,0.2
,94.7,2.4,2.7,0,1373.15,0.2
,94.4,2.4,2.7,0.3,1373.15,0.2
,94.1,2.4,2.7,0.6,1373.15,0.2
,93.8,2.4,2.7,0.9,1373.15,0.2
,93.5,2.4,2.7,1.2,1373.15,0.2
,93.2,2.4,2.7,1.5,1373.15,0.2
,92.9,2.4,2.7,1.8,1373.15,0.2
,92.6,2.4,2.7,2.1,1373.15,0.2
,92.3,2.4,2.7,2.4,1373.15,0.2
,92,2.4,2.7,2.7,1373.15,0.2
,91.7,2.4,2.7,3,1373.15,0.2
,94.4,2.4,3,0,1373.15,0.2
,94.1,2.4,3,0.3,1373.15,0.2
,93.8,2.4,3,0.6,1373.15,0.2
,93.5,2.4,3,0.9,1373.15,0.2
,93.2,2.4,3,1.2,1373.15,0.2
,92.9,2.4,3,1.5,1373.15,0.2
,92.6,2.4,3,1.8,1373.15,0.2
,92.3,2.4,3,2.1,1373.15,0.2
,92,2.4,3,2.4,1373.15,0.2
,91.7,2.4,3,2.7,1373.15,0.2
,91.4,2.4,3,3,1373.15,0.2
1285.57672,97.1,2.7,0,0,1373.15,0.2
1263.58573,96.8,2.7,0,0.3,1373.15,0.2
1243.33771,96.5,2.7,0,0.6,1373.15,0.2
1224.51892,96.2,2.7,0,0.9,1373.15,0.2
1206.90494,95.9,2.7,0,1.2,1373.15,0.2
1190.32772,95.6,2.7,0,1.5,1373.15,0.2
1174.65697,95.3,2.7,0,1.8,1373.15,0.2
1159.7889,95,2.7,0,2.1,1373.15,0.2
1145.63897,94.7,2.7,0,2.4,1373.15,0.2
1132.13713,94.4,2.7,0,2.7,1373.15,0.2
1119.22444,94.1,2.7,0,3,1373.15,0.2
1354.82501,96.8,2.7,0.3,0,1373.15,0.2
1325.49487,96.5,2.7,0.3,0.3,1373.15,0.2
1299.90275,96.2,2.7,0.3,0.6,1373.15,0.2
1276.93067,95.9,2.7,0.3,0.9,1373.15,0.2
1255.94876,95.6,2.7,0.3,1.2,1373.15,0.2
1236.55746,95.3,2.7,0.3,1.5,1373.15,0.2
1218.4826,95,2.7,0.3,1.8,1373.15,0.2
1201.5251,94.7,2.7,0.3,2.1,1373.15,0.2
1185.5343,94.4,2.7,0.3,2.4,1373.15,0.2
1170.39235,94.1,2.7,0.3,2.7,1373.15,0.2
1156.00473,93.8,2.7,0.3,3,1373.15,0.2
,96.5,2.7,0.6,0,1373.15,0.2
1431.40642,96.2,2.7,0.6,0.3,1373.15,0.2
1381.56093,95.9,2.7,0.6,0.6,1373.15,0.2
1346.68815,95.6,2.7,0.6,0.9,1373.15,0.2
1317.94952,95.3,2.7,0.6,1.2,1373.15,0.2
1292.89474,95,2.7,0.6,1.5,1373.15,0.2
1270.40914,94.7,2.7,0.6,1.8,1373.15,0.2
1249.86859,94.4,2.7,0.6,2.1,1373.15,0.2
1230.87888,94.1,2.7,0.6,2.4,1373.15,0.2
1213.17037,93.8,2.7,0.6,2.7,1373.15,0.2
1196.54786,93.5,2.7,0.6,3,1373.15,0.2
,96.2,2.7,0.9,0,1373.15,0.2
,95.9,2.7,0.9,0.3,1373.15,0.2
,95.6,2.7,0.9,0.6,1373.15,0.2
,95.3,2.7,0.9,0.9,1373.15,0.2
1451.1885,95,2.7,0.9,1.2,1373.15,0.2
1381.42231,94.7,2.7,0.9,1.5,1373.15,0.2
1343.84731,94.4,2.7,0.9,1.8,1373.15,0.2
1314.06385,94.1,2.7,0.9,2.1,1373.15,0.2
1288.51952,93.8,2.7,0.9,2.4,1373.15,0.2
1265.79498,93.5,2.7,0.9,2.7,1373.15,0.2
1245.14575,93.2,2.7,0.9,3,1373.15,0.2
,95.9,2.7,1.2,0,1373.15,0.2
,95.6,2.7,1.2,0.3,1373.15,0.2
,95.3,2.7,1.2,0.6,1373.15,0.2
,95,2.7,1.2,0.9,1373.15,0.2
,94.7,2.7,1.2,1.2,1373.15,0.2
,94.4,2.7,1.2,1.5,1373.15,0.2
,94.1,2.7,1.2,1.8,1373.15,0.2
,93.8,2.7,1.2,2.1,1373.15,0.2
1397.77126,93.5,2.7,1.2,2.4,1373.15,0.2
1348.1083,93.2,2.7,1.2,2.7,1373.15,0.2
1314.5302,92.9,2.7,1.2,3,1373.15,0.2
,95.6,2.7,1.5,0,1373.15,0.2
,95.3,2.7,1.5,0.3,1373.15,0.2
,95,2.7,1.5,0.6,1373.15,0.2
,94.7,2.7,1.5,0.9,1373.15,0.2
,94.4,2.7,1.5,1.2,1373.15,0.2
,94.1,2.7,1.5,1.5,1373.15,0.2
,93.8,2.7,1.5,1.8,1373.15,0.2
,93.5,2.7,1.5,2.1,1373.15,0.2
,93.2,2.7,1.5,2.4,1373.15,0.2
,92.9,2.7,1.5,2.7,1373.15,0.2
,92.6,2.7,1.5,3,1373.15,0.2
,95.3,2.7,1.8,0,1373.15,0.2
,95,2.7,1.8,0.3,1373.15,0.2
,94.7,2.7,1.8,0.6,1373.15,0.2
,94.4,2.7,1.8,0.9,1373.15,0.2
,94.1,2.7,1.8,1.2,1373.15,0.2
,93.8,2.7,1.8,1.5,1373.15,0.2
,93.5,2.7,1.8,1.8,1373.15,0.2
,93.2,2.7,1.8,2.1,1373.15,0.2
,92.9,2.7,1.8,2.4,1373.15,0.2
,92.6,2.7,1.8,2.7,1373.15,0.2
,92.3,2.7,1.8,3,1373.15,0.2
,95,2.7,2.1,0,1373.15,0.2
,94.7,2.7,2.1,0.3,1373.15,0.2
,94.4,2.7,2.1,0.6,1373.15,0.2
,94.1,2.7,2.1,0.9,1373.15,0.2
,93.8,2.7,2.1,1.2,1373.15,0.2
,93.5,2.7,2.1,1.5,1373.15,0.2
,93.2,2.7,2.1,1.8,1373.15,0.2
,92.9,2.7,2.1,2.1,1373.15,0.2
,92.6,2.7,2.1,2.4,1373.15,0.2
,92.3,2.7,2.1,2.7,1373.15,0.2
,92,2.7,2.1,3,1373.15,0.2
,94.7,2.7,2.4,0,1373.15,0.2
,94.4,2.7,2.4,0.3,1373.15,0.2
,94.1,2.7,2.4,0.6,1373.15,0.2
,93.8,2.7,2.4,0.9,1373.15,0.2
,93.5,2.7,2.4,1.2,1373.15,0.2
,93.2,2.7,2.4,1.5,1373.15,0.2
,92.9,2.7,2.4,1.8,1373.15,0.2
,92.6,2.7,2.4,2.1,1373.15,0.2
,92.3,2.7,2.4,2.4,1373.15,0.2
,92,2.7,2.4,2.7,1373.15,0.2
,91.7,2.7,2.4,3,1373.15,0.2
,94.4,2.7,2.7,0,1373.15,0.2
,94.1,2.7,2.7,0.3,1373.15,0.2
,93.8,2.7,2.7,0.6,1373.15,0.2
,93.5,2.7,2.7,0.9,1373.15,0.2
,93.2,2.7,2.7,1.2,1373.15,0.2
,92.9,2.7,2.7,1.5,1373.15,0.2
,92.6,2.7,2.7,1.8,1373.15,0.2
,92.3,2.7,2.7,2.1,1373.15,0.2
,92,2.7,2.7,2.4,1373.15,0.2
,91.7,2.7,2.7,2.7,1373.15,0.2
,91.4,2.7,2.7,3,1373.15,0.2
,94.1,2.7,3,0,1373.15,0.2
,93.8,2.7,3,0.3,1373.15,0.2
,93.5,2.7,3,0.6,1373.15,0.2
,93.2,2.7,3,0.9,1373.15,0.2
,92.9,2.7,3,1.2,1373.15,0.2
,92.6,2.7,3,1.5,1373.15,0.2
,92.3,2.7,3,1.8,1373.15,0.2
,92,2.7,3,2.1,1373.15,0.2
,91.7,2.7,3,2.4,1373.15,0.2
,91.4,2.7,3,2.7,1373.15,0.2
,91.1,2.7,3,3,1373.15,0.2
1326.37954,96.8,3,0,0,1373.15,0.2
1299.70923,96.5,3,0,0.3,1373.15,0.2
1275.8566,96.2,3,0,0.6,1373.15,0.2
1254.12153,95.9,3,0,0.9,1373.15,0.2
1234.06674,95.6,3,0,1.2,1373.15,0.2
1215.39538,95.3,3,0,1.5,1373.15,0.2
1197.89375,95,3,0,1.8,1373.15,0.2
1181.40114,94.7,3,0,2.1,1373.15,0.2
1165.79257,94.4,3,0,2.4,1373.15,0.2
1150.96824,94.1,3,0,2.7,1373.15,0.2
1136.84677,93.8,3,0,3,1373.15,0.2
1430.75293,96.5,3,0.3,0,1373.15,0.2
1381.15087,96.2,3,0.3,0.3,1373.15,0.2
1345.83514,95.9,3,0.3,0.6,1373.15,0.2
1316.60613,95.6,3,0.3,0.9,1373.15,0.2
1291.07539,95.3,3,0.3,1.2,1373.15,0.2
1268.13895,95,3,0.3,1.5,1373.15,0.2
1247.17346,94.7,3,0.3,1.8,1373.15,0.2
1227.78318,94.4,3,0.3,2.1,1373.15,0.2
1209.69648,94.1,3,0.3,2.4,1373.15,0.2
1192.71624,93.8,3,0.3,2.7,1373.15,0.2
1176.69337,93.5,3,0.3,3,1373.15,0.2
,96.2,3,0.6,0,1373.15,0.2
,95.9,3,0.6,0.3,1373.15,0.2
,95.6,3,0.6,0.6,1373.15,0.2
1428.64891,95.3,3,0.6,0.9,1373.15,0.2
1375.41164,95,3,0.6,1.2,1373.15,0.2
1339.63485,94.7,3,0.6,1.5,1373.15,0.2
1310.41883,94.4,3,0.6,1.8,1373.15,0.2
1285.04716,94.1,3,0.6,2.1,1373.15,0.2
1262.32278,93.8,3,0.6,2.4,1373.15,0.2
1241.58678,93.5,3,0.6,2.7,1373.15,0.2
1222.42765,93.2,3,0.6,3,1373.15,0.2
,95.9,3,0.9,0,1373.15,0.2
,95.6,3,0.9,0.3,1373.15,0.2
,95.3,3,0.9,0.6,1373.15,0.2
,95,3,0.9,0.9,1373.15,0.2
,94.7,3,0.9,1.2,1373.15,0.2
,94.4,3,0.9,1.5,1373.15,0.2
,94.1,3,0.9,1.8,1373.15,0.2
1379.28658,93.8,3,0.9,2.1,1373.15,0.2
1338.90606,93.5,3,0.9,2.4,1373.15,0.2
1307.88121,93.2,3,0.9,2.7,1373.15,0.2
1281.57805,92.9,3,0.9,3,1373.15,0.2
,95.6,3,1.2,0,1373.15,0.2
,95.3,3,1.2,0.3,1373.15,0.2
,95,3,1.2,0.6,1373.15,0.2
,94.7,3,1.2,0.9,1373.15,0.2
,94.4,3,1.2,1.2,1373.15,0.2
,94.1,3,1.2,1.5,1373.15,0.2
,93.8,3,1.2,1.8,1373.15,0.2
,93.5,3,1.2,2.1,1373.15,0.2
,93.2,3,1.2,2.4,1373.15,0.2
,92.9,3,1.2,2.7,1373.15,0.2
1415.68,92.6,3,1.2,3,1373.15,0.2
,95.3,3,1.5,0,1373.15,0.2
,95,3,1.5,0.3,1373.15,0.2
,94.7,3,1.5,0.6,1373.15,0.2
,94.4,3,1.5,0.9,1373.15,0.2
,94.1,3,1.5,1.2,1373.15,0.2
,93.8,3,1.5,1.5,1373.15,0.2
,93.5,3,1.5,1.8,1373.15,0.2
,93.2,3,1.5,2.1,1373.15,0.2
,92.9,3,1.5,2.4,1373.15,0.2
,92.6,3,1.5,2.7,1373.15,0.2
,92.3,3,1.5,3,1373.15,0.2
,95,3,1.8,0,1373.15,0.2
,94.7,3,1.8,0.3,1373.15,0.2
,94.4,3,1.8,0.6,1373.15,0.2
,94.1,3,1.8,0.9,1373.15,0.2
,93.8,3,1.8,1.2,1373.15,0.2
,93.5,3,1.8,1.5,1373.15,0.2
,93.2,3,1.8,1.8,1373.15,0.2
,92.9,3,1.8,2.1,1373.15,0.2
,92.6,3,1.8,2.4,1373.15,0.2
,92.3,3,1.8,2.7,1373.15,0.2
,92,3,1.8,3,1373.15,0.2
,94.7,3,2.1,0,1373.15,0.2
,94.4,3,2.1,0.3,1373.15,0.2
,94.1,3,2.1,0.6,1373.15,0.2
,93.8,3,2.1,0.9,1373.15,0.2
,93.5,3,2.1,1.2,1373.15,0.2
,93.2,3,2.1,1.5,1373.15,0.2
,92.9,3,2.1,1.8,1373.15,0.2
,92.6,3,2.1,2.1,1373.15,0.2
,92.3,3,2.1,2.4,1373.15,0.2
,92,3,2.1,2.7,1373.15,0.2
,91.7,3,2.1,3,1373.15,0.2
,94.4,3,2.4,0,1373.15,0.2
,94.1,3,2.4,0.3,1373.15,0.2
,93.8,3,2.4,0.6,1373.15,0.2
,93.5,3,2.4,0.9,1373.15,0.2
,93.2,3,2.4,1.2,1373.15,0.2
,92.9,3,2.4,1.5,1373.15,0.2
,92.6,3,2.4,1.8,1373.15,0.2
,92.3,3,2.4,2.1,1373.15,0.2
,92,3,2.4,2.4,1373.15,0.2
,91.7,3,2.4,2.7,1373.15,0.2
,91.4,3,2.4,3,1373.15,0.2
,94.1,3,2.7,0,1373.15,0.2
,93.8,3,2.7,0.3,1373.15,0.2
,93.5,3,2.7,0.6,1373.15,0.2
,93.2,3,2.7,0.9,1373.15,0.2
,92.9,3,2.7,1.2,1373.15,0.2
,92.6,3,2.7,1.5,1373.15,0.2
,92.3,3,2.7,1.8,1373.15,0.2
,92,3,2.7,2.1,1373.15,0.2
,91.7,3,2.7,2.4,1373.15,0.2
,91.4,3,2.7,2.7,1373.15,0.2
,91.1,3,2.7,3,1373.15,0.2
,93.8,3,3,0,1373.15,0.2
,93.5,3,3,0.3,1373.15,0.2
,93.2,3,3,0.6,1373.15,0.2
,92.9,3,3,0.9,1373.15,0.2
,92.6,3,3,1.2,1373.15,0.2
,92.3,3,3,1.5,1373.15,0.2
,92,3,3,1.8,1373.15,0.2
,91.7,3,3,2.1,1373.15,0.2
,91.4,3,3,2.4,1373.15,0.2
,91.1,3,3,2.7,1373.15,0.2
,90.8,3,3,3,1373.15,0.2
